interval,period,site,diver,date1,time1,time1_decimal,transect,side,dist,tag1,stipeL1,bladeL1,Bwidth,Psori1,distP1,obladeL1,Bcount1,Sbulb_max1,comments,date2,tag2,time2,time2_decimal,Bcount2,Sbulb_max2,distP2,obladeL2,presence2,comments,date3,presence3,tag3,time3,time3_decimal,stipeL3,Bcount3,Sbulb_max3,comments,Bgrowth_rate,Sgrowth_rate,Bcount_growth,Berosion_rate
3,2016-Jul,Manley,AM,2016-07-24,12:19:00,12.3,3,na,na,na,135,47,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,Manley,AM,2016-07-24,12:19:00,12.3,3,na,na,na,212,52,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,Manley,AM,2016-07-24,12:19:00,12.3,3,na,na,na,218,12,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,Manley,AM,2016-07-24,12:19:00,12.3,3,na,na,na,163,68,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,Manley,AM,2016-07-24,12:19:00,12.3,3,na,na,na,115,46,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,Manley,AM,2016-07-24,12:19:00,12.3,3,na,na,na,257,42,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,Manley,AM,2016-07-24,12:19:00,12.3,3,na,na,na,210,46,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,Manley,AM,2016-07-24,12:19:00,12.3,3,na,na,na,289,52,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,Manley,AM,2016-07-24,12:19:00,12.3,3,na,na,na,122,54,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,Manley,AM,2016-07-24,12:19:00,12.3,3,na,na,na,313,90,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,Manley,AM,2016-07-24,12:19:00,12.3,3,na,na,na,184,34,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,Manley,AM,2016-07-24,12:19:00,12.3,3,na,na,na,136,77,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,Manley,AM,2016-07-24,12:19:00,12.3,3,na,na,na,254,59,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,1,na,na,na,496,59,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,1,na,na,na,453,80,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,1,na,na,na,291,54,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,1,na,na,na,359,68,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,1,na,na,na,309,32,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,1,na,na,na,340,59,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,1,na,na,na,356,31,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,1,na,na,na,355,45,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,1,na,na,na,118,56,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,1,na,na,na,243,42,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,1,na,na,na,310,27,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,1,na,na,na,304,45,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,1,na,na,na,284,19,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,1,na,na,na,317,48,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,1,na,na,na,230,41,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,2,na,na,na,396,29,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,2,na,na,na,482,55,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,2,na,na,na,450,48,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,2,na,na,na,245,50,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,2,na,na,na,326,46,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,2,na,na,na,482,53,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,2,na,na,na,494,47,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,2,na,na,na,308,46,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,2,na,na,na,188,45,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,2,na,na,na,183,66,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,2,na,na,na,344,48,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,2,na,na,na,187,64,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,2,na,na,na,169,67,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,2,na,na,na,397,34,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,2,na,na,na,281,72,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,3,na,na,na,123,54,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,3,na,na,na,308,30,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,3,na,na,na,267,49,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,3,na,na,na,255,64,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,3,na,na,na,226,37,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,3,na,na,na,288,51,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,3,na,na,na,203,39,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,3,na,na,na,207,49,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,3,na,na,na,255,54,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,3,na,na,na,220,24,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,3,na,na,na,114,34,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,3,na,na,na,194,40,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,3,na,na,na,184,60,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,3,na,na,na,392,22,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
3,2016-Jul,North,AM,2016-07-25,14:40:00,14.7,3,na,na,na,348,26,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
4,2016-Aug,North,AM,2016-08-10,14:00:00,14,1,L,4.2,1840,378,42,na,0,10,42,na,na,,2016-08-14,1840,9:45:00,9.75,30,na,na,na,y,no hole found,2016-09-05,n,1840,15:30:00,15.5,na,na,na,lot of urchins around,na,na,na,na
4,2016-Aug,North,AM,2016-08-10,14:00:00,14,1,L,9.5,1762,420,61,na,0,15,52,na,na,,2016-08-14,1762,9:45:00,9.75,26,na,24,51,y,,2016-09-05,y,1762,15:30:00,15.5,534,32,na,,2.354,4.374,0.270,-2.616
4,2016-Aug,North,AM,2016-08-10,14:00:00,14,1,L,10.9,2082,413,73,na,0,20,69,na,na,,2016-08-14,2082,9:45:00,9.75,25,na,32,61,y,,2016-09-05,y,2082,15:30:00,15.5,559,27,na,,3.139,5.602,0.090,-5.232
4,2016-Aug,North,AM,2016-08-10,14:00:00,14,2,L,3.1,1798,427,75,na,0,20,57,na,na,,2016-08-14,1798,9:45:00,9.75,39,na,25,57,y,,2016-09-05,y,1798,15:30:00,15.5,464,38,na,,1.308,1.420,-0.045,-1.308
4,2016-Aug,North,AM,2016-08-10,14:00:00,14,2,L,19.8,1984,171,80,na,0,20,62,na,na,,2016-08-14,1984,9:45:00,9.75,20,na,35,74,y,,2016-09-05,y,1984,15:30:00,15.5,376,35,na,,3.924,7.866,0.674,-0.785
4,2016-Aug,North,AM,2016-08-10,14:00:00,14,3,L,4.2,1954,352,60,na,0,20,64,na,na,,2016-08-14,1954,9:45:00,9.75,18,na,29.5,55,y,,2016-09-05,y,1954,15:30:00,15.5,538,25,na,,2.485,7.137,0.315,-4.839
4,2016-Aug,North,AM,2016-08-10,14:00:00,14,3,L,5,1804,302,50,na,0,15,52,na,na,,2016-08-14,1804,9:45:00,9.75,10,na,na,na,y,no hole found,2016-09-05,y,1804,15:30:00,15.5,458,10,na,,na,5.986,0.000,na
4,2016-Aug,North,AM,2016-08-10,14:00:00,14,3,L,7.5,1970,169,83,na,0,25,80,na,na,,2016-08-14,1970,9:45:00,9.75,22,na,51,98,y,,2016-09-05,y,1970,15:30:00,15.5,465,22,na,,6.801,11.357,0.000,-2.093
4,2016-Aug,North,OP,2016-08-10,14:00:00,14,3,R,18,2009,356,50,na,0,15,52,na,na,,2016-08-14,2009,9:45:00,9.75,43,na,28,56,y,,2016-09-05,y,2009,15:30:00,15.5,492,41,na,,3.401,5.218,-0.090,-2.354
4,2016-Aug,North,OP,2016-08-10,14:00:00,14,3,R,13.75,2045,351,60,na,0,16,54,na,na,,2016-08-14,2045,9:45:00,9.75,31,na,28,62,y,,2016-09-05,y,2045,15:30:00,15.5,533,36,na,,3.139,6.983,0.225,-1.046
4,2016-Aug,North,OP,2016-08-10,14:00:00,14,3,R,3,511,371,35,na,0,13,33,na,na,,2016-08-14,511,9:45:00,9.75,31,na,22,39,y,,2016-09-05,y,511,15:30:00,15.5,372,36,na,,2.354,0.038,0.225,-0.785
4,2016-Aug,North,OP,2016-08-10,14:00:00,14,2,R,1,325,472,50,na,0,16,43,na,na,,2016-08-14,325,9:45:00,9.75,26,na,33,54,y,,2016-09-05,y,325,15:30:00,15.5,478,22,na,,4.447,0.230,-0.180,-1.569
4,2016-Aug,North,OP,2016-08-10,14:00:00,14,2,R,6,1874,365,45,na,0,13,40,na,na,,2016-08-14,1874,9:45:00,9.75,41,na,24,45,y,,2016-09-05,y,1874,15:30:00,15.5,438,44,na,,2.877,2.801,0.135,-1.569
4,2016-Aug,North,OP,2016-08-10,14:00:00,14,2,R,17,1980,371,100,na,0,24,83,na,na,,2016-08-14,1980,9:45:00,9.75,32,na,44,102,y,,2016-09-05,y,1980,15:30:00,15.5,638,59,na,,5.232,10.245,1.214,-0.262
4,2016-Aug,North,OP,2016-08-10,14:00:00,14,1,R,9,320,427,70,na,0,16,58,na,na,,2016-08-14,320,9:45:00,9.75,43,na,30,70,y,,2016-09-05,y,320,15:30:00,15.5,459,44,na,,3.662,1.228,0.045,-0.523
4,2016-Aug,North,OP,2016-08-10,14:00:00,14,1,R,5,338,374,50,na,0,17,55,na,na,,2016-08-14,338,9:45:00,9.75,34,na,27,56,y,,2016-09-05,n,338,15:30:00,15.5,na,na,na,,2.616,na,na,-2.354
4,2016-Aug,Second,AM,2016-08-10,12:05:00,12.1,3,R,18.6,322,238,46,na,0,15,51,na,na,,2016-08-14,322,13:30:00,13.5,25,na,30,56,y,,2016-09-05,n,322,14:00:00,14,na,na,na,,3.696,na,na,-2.464
4,2016-Aug,Second,AM,2016-08-10,12:05:00,12.1,3,R,9.1,508,227,31,na,0,10,34,na,na,,2016-08-14,508,13:30:00,13.5,24,na,19.5,37,y,,2016-09-05,y,508,14:00:00,14,306,23,na,,2.341,3.029,-0.045,-1.602
4,2016-Aug,Second,AM,2016-08-10,12:05:00,12.1,3,R,6.5,506,423,48,na,0,15,51,na,na,,2016-08-14,506,13:30:00,13.5,49,na,25,53,y,,2016-09-05,n,506,14:00:00,14,na,na,na,,2.464,na,na,-1.971
4,2016-Aug,Second,AM,2016-08-10,12:05:00,12.1,2,R,9.9,2138,220,30,na,0,10,32,na,na,,2016-08-14,2138,13:30:00,13.5,30,na,17,29,y,,2016-09-05,n,2138,14:00:00,14,na,na,na,,1.725,na,na,-2.464
4,2016-Aug,Second,AM,2016-08-10,12:05:00,12.1,2,R,17,2133,223,50,na,0,15,51,na,na,,2016-08-14,2133,13:30:00,13.5,11,na,27,52,y,,2016-09-05,y,2133,14:00:00,14,385,15,na,,2.957,6.212,0.182,-2.710
4,2016-Aug,Second,AM,2016-08-10,12:05:00,12.1,1,R,12,515,332,31,na,0,10,23,na,na,,2016-08-14,515,13:30:00,13.5,na,na,na,na,n,gone,2016-09-05,n,515,14:00:00,14,na,na,na,,na,na,na,na
4,2016-Aug,Second,AM,2016-08-10,12:05:00,12.1,1,R,10,305,526,43,na,0,15,43,na,na,,2016-08-14,305,13:30:00,13.5,37,na,28,48,y,,2016-09-05,n,305,14:00:00,14,na,na,na,plant gone,3.203,na,na,-1.971
4,2016-Aug,Second,AM,2016-08-10,12:05:00,12.1,1,R,17,1944,581,57,na,H,15,46,na,na,,2016-08-14,1944,13:30:00,13.5,34,na,na,na,y,could not find hole,2016-09-05,y,1944,14:00:00,14,585,28,na,,na,0.153,-0.272,na
4,2016-Aug,Second,OP,2016-08-10,12:05:00,12.1,3,L,17,510,255,10,na,0,3,8,na,na,,2016-08-14,510,13:30:00,13.5,21,na,6,10,y,,2016-09-05,y,510,14:00:00,14,na,10,na,,0.739,na,-0.500,-0.246
4,2016-Aug,Second,OP,2016-08-10,12:05:00,12.1,3,L,12.5,329,270,20,na,0,5,14,na,na,,2016-08-14,329,13:30:00,13.5,23,na,10,17,y,,2016-09-05,n,329,14:00:00,14,na,na,na,,1.232,na,na,-0.493
4,2016-Aug,Second,OP,2016-08-10,12:05:00,12.1,3,L,4,503,333,15,na,0,3,11,na,na,,2016-08-14,503,13:30:00,13.5,25,na,7,14,y,,2016-09-05,n,503,14:00:00,14,na,na,na,,0.986,na,na,-0.246
4,2016-Aug,Second,OP,2016-08-10,12:05:00,12.1,2,L,8,2181,450,50,na,0,12,37,na,na,,2016-08-14,2181,13:30:00,13.5,59,na,24,45,y,,2016-09-05,y,2181,14:00:00,14,464,62,na,,2.957,0.537,0.136,-0.986
4,2016-Aug,Second,OP,2016-08-10,12:05:00,12.1,2,L,7,509,281,0,na,na,na,na,na,na,no blades,2016-08-14,509,13:30:00,13.5,0,na,na,na,y,no blades,2016-09-05,n,509,14:00:00,14,na,na,na,,na,na,na,na
4,2016-Aug,Second,OP,2016-08-10,12:05:00,12.1,2,L,13.5,2175,396,0,na,na,na,na,na,na,no blades,2016-08-14,2175,13:30:00,13.5,0,na,na,na,y,no blades,2016-09-05,n,2175,14:00:00,14,na,na,na,,na,na,na,na
4,2016-Aug,Second,OP,2016-08-10,12:05:00,12.1,2,L,14,2081,339,100,na,L,26,84,na,na,,2016-08-14,2081,13:30:00,13.5,75,na,48,93,y,,2016-09-05,y,2081,14:00:00,14,641,70,na,,5.421,11.580,-0.227,-3.203
4,2016-Aug,Second,OP,2016-08-10,12:05:00,12.1,1,L,12,1780,399,18,na,0,6,16,na,na,,2016-08-14,1780,13:30:00,13.5,26,na,10,17,y,,2016-09-05,y,1780,14:00:00,14,400,0,na,,0.986,0.038,-1.181,-0.739
4,2016-Aug,Second,OP,2016-08-10,12:05:00,12.1,1,L,7,1950,387,20,na,0,6,19,na,na,,2016-08-14,1950,13:30:00,13.5,37,na,10,19,y,,2016-09-05,y,1950,14:00:00,14,388,28,na,,0.986,0.038,-0.409,-0.986
4,2016-Aug,Manley,AM,2016-08-10,9:20:00,9.3,3,L,1.9,1988,161,30,na,0,10,36,na,na,,2016-08-13,1988,11:45:00,11.75,28,na,14,31,y,,2016-09-05,n,1988,9:30:00,9.5,na,na,na,lots of urchin around,1.289,na,na,-2.901
4,2016-Aug,Manley,AM,2016-08-10,9:20:00,9.3,3,L,7.1,1902,184,40,na,0,10,42,na,na,,2016-08-13,1902,11:45:00,11.75,51,na,na,na,y,no hole found,2016-09-05,n,1902,9:30:00,9.5,na,na,na,lots of urchin around,na,na,na,na
4,2016-Aug,Manley,AM,2016-08-10,9:20:00,9.3,3,L,12.2,2123,314,44,na,0,10,31,na,na,,2016-08-13,2123,11:45:00,11.75,46,na,12,26,y,,2016-09-05,n,2123,9:30:00,9.5,na,na,na,,0.645,na,na,-2.257
4,2016-Aug,Manley,AM,2016-08-10,9:20:00,9.3,2,L,10.5,2419,259,42,na,0,10,26,na,na,,2016-08-13,2419,11:45:00,11.75,43,na,17.5,19,y,,2016-09-05,n,2419,9:30:00,9.5,na,na,na,,2.418,na,na,-4.674
4,2016-Aug,Manley,AM,2016-08-10,9:20:00,9.3,2,L,9.5,1881,153,42,na,0,10,37,na,na,,2016-08-13,1881,11:45:00,11.75,34,na,15.5,31,y,,2016-09-05,y,1881,9:30:00,9.5,166,33,na,,1.773,0.500,-0.044,-3.707
4,2016-Aug,Manley,AM,2016-08-10,9:20:00,9.3,2,L,8.2,1692,275,45,na,0,15,52,na,na,,2016-08-13,1692,11:45:00,11.75,37,na,20,48,y,,2016-09-05,n,1692,9:30:00,9.5,na,na,na,,1.612,na,na,-2.901
4,2016-Aug,Manley,AM,2016-08-10,9:20:00,9.3,1,L,11.6,1690,154,42,na,0,10,41,na,na,,2016-08-13,1690,11:45:00,11.75,36,na,13,32,y,,2016-09-05,n,1690,9:30:00,9.5,na,na,na,,0.967,na,na,-3.868
4,2016-Aug,Manley,AM,2016-08-10,9:20:00,9.3,1,L,8.2,2087,146,31,na,0,10,26,na,na,,2016-08-13,2087,11:45:00,11.75,24,na,14,23,y,,2016-09-05,n,2087,9:30:00,9.5,na,na,na,lots of urchin around,1.289,na,na,-2.257
4,2016-Aug,Manley,OP,2016-08-10,9:20:00,9.3,3,R,8.3,2131,222,50,na,0,17,48,na,na,,2016-08-13,2131,11:45:00,11.75,37,na,20,41,y,,2016-09-05,y,2131,9:30:00,9.5,226,36,na,,0.967,0.154,-0.044,-3.224
4,2016-Aug,Manley,OP,2016-08-10,9:20:00,9.3,3,R,12.8,2185,250,15,na,0,7,20,na,na,,2016-08-13,2185,11:45:00,11.75,na,na,8,14,y,"broke, stype brittle",2016-09-05,n,2185,9:30:00,9.5,na,na,na,,0.322,na,na,-2.257
4,2016-Aug,Manley,OP,2016-08-10,9:20:00,9.3,2,R,16.5,2019,283,50,na,0,25,54,na,na,,2016-08-13,2019,11:45:00,11.75,54,na,29,39,y,,2016-09-05,n,2019,9:30:00,9.5,na,na,na,,1.289,na,na,-6.125
4,2016-Aug,Manley,OP,2016-08-10,9:20:00,9.3,2,R,13,2406,313,60,na,0,17,51,na,na,,2016-08-13,2406,11:45:00,11.75,55,na,22,48,y,,2016-09-05,y,2406,9:30:00,9.5,315,45,na,,1.612,0.077,-0.437,-2.579
4,2016-Aug,Manley,OP,2016-08-10,9:20:00,9.3,2,R,5.5,2150,281,45,na,0,10,29,na,na,,2016-08-13,2150,11:45:00,11.75,46,na,11,18,y,,2016-09-05,n,2150,9:30:00,9.5,na,na,na,,0.322,na,na,-3.868
4,2016-Aug,Manley,OP,2016-08-10,9:20:00,9.3,1,R,9.2,2135,232,30,na,0,8,24,na,na,,2016-08-13,2135,11:45:00,11.75,35,na,9,24,y,,2016-09-05,y,2135,9:30:00,9.5,240,0,na,decomposed,0.322,0.308,-1.528,-0.322
4,2016-Aug,Manley,OP,2016-08-10,9:20:00,9.3,1,R,17,2076,133,50,na,0,10,31,na,na,,2016-08-13,2076,11:45:00,11.75,29,na,15,35,y,,2016-09-05,y,2076,9:30:00,9.5,270,31,na,,1.612,5.268,0.087,-0.322
4,2016-Aug,Manley,OP,2016-08-10,9:20:00,9.3,1,R,20,1835,173,50,na,0,17,49,na,na,,2016-08-13,1835,11:45:00,11.75,45,na,23,40,y,,2016-09-05,y,1835,9:30:00,9.5,182,40,na,,1.934,0.346,-0.218,-4.835
4,2016-Aug,Manley,OP,2016-08-10,9:20:00,9.3,1,na,na,na,319,55,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
4,2016-Aug,Manley,OP,2016-08-10,9:20:00,9.3,1,na,na,na,116,60,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
4,2016-Aug,Manley,OP,2016-08-10,9:20:00,9.3,1,na,na,na,160,30,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
4,2016-Aug,Manley,OP,2016-08-10,9:20:00,9.3,1,na,na,na,282,40,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
4,2016-Aug,Manley,OP,2016-08-10,9:20:00,9.3,1,na,na,na,113,45,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
4,2016-Aug,Manley,OP,2016-08-10,9:20:00,9.3,1,na,na,na,180,40,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
4,2016-Aug,Manley,OP,2016-08-10,9:20:00,9.3,1,na,na,na,181,63,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
4,2016-Aug,Manley,OP,2016-08-10,9:20:00,9.3,1,na,na,na,167,40,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
4,2016-Aug,Manley,OP,2016-08-10,9:20:00,9.3,1,na,na,na,306,20,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
4,2016-Aug,Manley,OP,2016-08-10,9:20:00,9.3,1,na,na,na,209,20,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
4,2016-Aug,Manley,OP,2016-08-10,9:20:00,9.3,1,na,na,na,212,25,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
4,2016-Aug,Manley,OP,2016-08-10,9:20:00,9.3,1,na,na,na,145,36,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
4,2016-Aug,Manley,OP,2016-08-10,9:20:00,9.3,1,na,na,na,319,55,na,0,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
